id,value
96.0,21.55962300358911
97.0,15.582325634805356
98.0,9.108060744897026
99.0,9.75549422829135
100.0,13.671960503681422
101.0,7.762290639497458
102.0,22.878984851971346
103.0,14.933730300910067
104.0,14.518108595373572
105.0,12.028581452332698
106.0,23.75348608220647
107.0,22.282972803667384
108.0,12.623828564782198
109.0,22.759943860075644
110.0,15.500891558036642
111.0,11.70042868377104
112.0,10.750073736306595
113.0,19.755652437829724
114.0,18.529450310058877
115.0,17.34361349632684
116.0,19.26914181079669
117.0,12.039763364481441
118.0,32.68333571025046
119.0,22.25839319028279
120.0,6.5027367295646865
121.0,-0.29176463308356415
122.0,11.177812368929777
123.0,8.025550238915228
124.0,7.102412627883164
125.0,12.935825454501192
126.0,18.421241159242783
127.0,26.51840999097051
128.0,6.433346698357967
129.0,14.130570420241936
130.0,9.904628632163721
131.0,0.903102997979233
132.0,20.707764503348667
133.0,21.146568951065476
134.0,35.072647332079214
135.0,28.58684763816365
136.0,20.84393963390444
137.0,12.11426664694254
138.0,24.413417516423117
139.0,56.628043216466324
140.0,56.82475660493962
141.0,28.77901315134637
142.0,13.800708311347808
143.0,18.419355429626115
144.0,8.89159081363463
145.0,19.074562508220698
146.0,10.99367335067003
147.0,14.171212123066152
148.0,10.441789265937697
149.0,18.853182201766117
150.0,17.060510279900985
151.0,26.620406080394332
152.0,19.552388727555464
153.0,15.664776181123496
154.0,9.996514698710143
155.0,24.41397340359858
156.0,27.03343967332706
157.0,20.626285072733417
158.0,27.079678380008296
159.0,11.475635878127747
160.0,20.98947909178421
161.0,44.57121946990047
162.0,17.874746582890168
163.0,55.15185442490872
164.0,12.148104995432202
165.0,23.1961897883036
166.0,23.301646221381347
167.0,26.80213118765391
168.0,3.731151710479204
169.0,64.6656911865501
170.0,21.870052964361307
171.0,12.849665294088785
172.0,59.33855568824627
173.0,14.040459348013709
174.0,7.810878951051606
175.0,36.10216780644295
176.0,5.56587264761138
177.0,11.134192177685751
178.0,29.501116496037262
179.0,21.879437565134225
180.0,21.97037757324349
181.0,32.30931756682988
182.0,35.04795303823175
183.0,35.416794821386006
184.0,17.417903162921238
185.0,6.52815781905869
186.0,34.65358937215123
187.0,29.755297388775595
188.0,27.056831505887892
189.0,15.220916482959211
190.0,23.648059014616898
191.0,14.991228826625253
192.0,12.403326557482721
193.0,24.13670971470433
194.0,67.80800380528575
195.0,40.483700636637934
196.0,16.0050590145216
197.0,62.060652252070625
198.0,13.447727100967953
199.0,19.049848347845238
200.0,25.288153732868132
201.0,73.25519926357728
202.0,21.169040749768737
203.0,47.595828739374994
204.0,15.300610040732636
205.0,50.81413027040447
206.0,23.551185296964263
207.0,7.719508076660087
208.0,19.548985322301377
209.0,44.48405656545415
210.0,29.97535134341596
211.0,38.823166946689405
212.0,58.750277409339844
213.0,21.348037378539537
214.0,100.48122685867179
215.0,31.544328517702255
216.0,68.54254264743342
217.0,62.854916027874225
218.0,57.26966827712469
219.0,38.998400092850915
220.0,34.61625869353435
221.0,34.17419191122116
222.0,65.11903473962704
223.0,23.433259896315548
224.0,32.3678456391091
225.0,41.914330178336606
226.0,10.099057776304331
227.0,14.704106399462924
228.0,62.500000119438255
229.0,28.815101845513944
230.0,5.098864208604245
231.0,37.37607489642849
232.0,14.74340159543003
233.0,18.830778223494335
234.0,11.093174675414332
235.0,20.20214787447958
236.0,22.029919465359733
237.0,15.35208528112739
238.0,9.990642987740372
239.0,23.662397647764614
240.0,18.554278486927846
